image_idx,class_label,pixelation_level,user_guess,correct,action_taken
127,7,5.0,,,next_level
127,7,4.2,,,next_level
127,7,3.5,,,next_level
127,7,3.0,,,next_level
127,7,2.6,7,True,guess
128,7,6.5,,,next_level
128,7,5.0,,,next_level
128,7,4.2,,,next_level
128,7,3.5,7,True,guess
129,9,6.5,,,next_level
129,9,5.0,,,next_level
129,9,4.2,,,next_level
129,9,3.5,,,next_level
129,9,3.0,9,True,guess
130,1,6.5,,,next_level
130,1,5.0,,,next_level
130,1,4.2,,,next_level
130,1,3.5,,,next_level
130,1,3.0,,,next_level
130,1,2.6,1,True,guess
131,7,6.5,,,next_level
131,7,5.0,,,next_level
131,7,4.2,,,next_level
131,7,3.5,,,next_level
131,7,3.0,7,True,guess
132,8,6.5,,,next_level
132,8,5.0,,,next_level
132,8,4.2,,,next_level
132,8,3.5,8,True,guess
133,5,6.5,,,next_level
133,5,5.0,,,next_level
133,5,4.2,5,True,guess
134,0,6.5,,,next_level
134,0,5.0,,,next_level
134,0,4.2,,,next_level
134,0,3.5,,,next_level
134,0,3.0,,,next_level
134,0,2.6,0,True,guess
135,0,6.5,,,next_level
135,0,5.0,,,next_level
135,0,4.2,,,next_level
135,0,3.5,0,True,guess
136,5,6.5,,,next_level
136,5,5.0,,,next_level
136,5,4.2,,,next_level
136,5,3.5,,,next_level
136,5,3.0,,,next_level
136,5,2.6,5,True,guess
137,3,6.5,,,next_level
137,3,5.0,,,next_level
137,3,4.2,,,next_level
137,3,3.5,,,next_level
137,3,3.0,,,next_level
137,3,2.6,,,next_level
137,3,2.2,,,next_level
137,3,2.0,3,True,guess
138,7,6.5,,,next_level
138,7,5.0,,,next_level
138,7,4.2,,,next_level
138,7,3.5,,,next_level
138,7,3.0,,,next_level
138,7,2.6,,,next_level
138,7,2.2,7,True,guess
139,4,6.5,,,next_level
139,4,5.0,,,next_level
139,4,4.2,,,next_level
139,4,3.5,,,next_level
139,4,3.0,4,True,guess
140,7,6.5,,,next_level
140,7,5.0,,,next_level
140,7,4.2,,,next_level
140,7,3.5,,,next_level
140,7,3.0,7,True,guess
141,5,6.5,,,next_level
141,5,5.0,,,next_level
141,5,4.2,,,next_level
141,5,3.5,5,True,guess
142,5,6.5,,,next_level
142,5,5.0,,,next_level
142,5,4.2,,,next_level
142,5,3.5,,,next_level
142,5,3.0,,,next_level
142,5,2.6,6,False,guess
143,3,6.5,,,next_level
143,3,5.0,,,next_level
143,3,4.2,,,next_level
143,3,3.5,,,next_level
143,3,3.0,,,next_level
143,3,2.6,,,next_level
143,3,2.2,3,True,guess
144,6,6.5,,,next_level
144,6,5.0,,,next_level
144,6,4.2,,,next_level
144,6,3.5,,,next_level
144,6,3.0,,,next_level
144,6,2.6,,,next_level
144,6,2.2,,,next_level
144,6,2.0,,,next_level
144,6,1.8,,,next_level
144,6,1.6,4,False,guess
145,3,6.5,,,next_level
145,3,5.0,,,next_level
145,3,4.2,,,next_level
145,3,3.5,,,next_level
145,3,3.0,,,next_level
145,3,2.6,,,next_level
145,3,2.2,3,True,guess
146,1,6.5,,,next_level
146,1,5.0,,,next_level
146,1,4.2,,,next_level
146,1,3.5,1,True,guess
147,0,6.5,,,next_level
147,0,5.0,,,next_level
147,0,4.2,,,next_level
147,0,3.5,0,True,guess
148,6,6.5,,,next_level
148,6,5.0,,,next_level
148,6,4.2,,,next_level
148,6,3.5,,,next_level
148,6,3.0,6,True,guess
149,9,6.5,,,next_level
149,9,5.0,,,next_level
149,9,4.2,,,next_level
149,9,3.5,,,next_level
149,9,3.0,,,next_level
149,9,2.6,,,next_level
149,9,2.2,9,True,guess
150,0,6.5,,,next_level
150,0,5.0,,,next_level
150,0,4.2,,,next_level
150,0,3.5,0,True,guess
151,3,6.5,,,next_level
151,3,5.0,,,next_level
151,3,4.2,,,next_level
151,3,3.5,3,True,guess
152,4,6.5,,,next_level
152,4,5.0,,,next_level
152,4,4.2,,,next_level
152,4,3.5,,,next_level
152,4,3.0,4,True,guess
153,2,6.5,,,next_level
153,2,5.0,,,next_level
153,2,4.2,,,next_level
153,2,3.5,,,next_level
153,2,3.0,2,True,guess
154,4,6.5,,,next_level
154,4,5.0,,,next_level
154,4,4.2,,,next_level
154,4,3.5,,,next_level
154,4,3.0,,,next_level
154,4,2.6,,,next_level
154,4,2.2,,,next_level
154,4,2.0,4,True,guess
155,8,6.5,,,next_level
155,8,5.0,,,next_level
155,8,4.2,,,next_level
155,8,3.5,,,next_level
155,8,3.0,,,next_level
155,8,2.6,8,True,guess
156,7,6.5,,,next_level
156,7,5.0,,,next_level
156,7,4.2,,,next_level
156,7,3.5,,,next_level
156,7,3.0,7,True,guess
157,8,6.5,,,next_level
157,8,5.0,,,next_level
157,8,4.2,,,next_level
157,8,3.5,,,next_level
157,8,3.0,,,next_level
157,8,2.6,8,True,guess
158,7,6.5,,,next_level
158,7,5.0,,,next_level
158,7,4.2,,,next_level
158,7,3.5,,,next_level
158,7,3.0,7,True,guess
159,4,6.5,,,next_level
159,4,5.0,,,next_level
159,4,4.2,,,next_level
159,4,3.5,,,next_level
159,4,3.0,,,next_level
159,4,2.6,,,next_level
159,4,2.2,4,True,guess
160,3,6.5,,,next_level
160,3,5.0,,,next_level
160,3,4.2,,,next_level
160,3,3.5,,,next_level
160,3,3.0,,,next_level
160,3,2.6,3,True,guess
161,9,6.5,,,next_level
161,9,5.0,,,next_level
161,9,4.2,,,next_level
161,9,3.5,,,next_level
161,9,3.0,,,next_level
161,9,2.6,,,next_level
161,9,2.2,,,next_level
161,9,2.0,,,next_level
161,9,1.8,,,next_level
161,9,1.6,,,next_level
161,9,1.3,7,False,guess
162,5,6.5,,,next_level
162,5,5.0,,,next_level
162,5,4.2,,,next_level
162,5,3.5,,,next_level
162,5,3.0,,,next_level
162,5,2.6,,,next_level
162,5,2.2,5,True,guess
163,5,6.5,,,next_level
163,5,5.0,,,next_level
163,5,4.2,,,next_level
163,5,3.5,,,next_level
163,5,3.0,,,next_level
163,5,2.6,,,next_level
163,5,2.2,,,next_level
163,5,2.0,5,True,guess
164,7,6.5,,,next_level
164,7,5.0,,,next_level
164,7,4.2,,,next_level
164,7,3.5,,,next_level
164,7,3.0,,,next_level
164,7,2.6,,,next_level
164,7,2.2,,,next_level
164,7,2.0,7,True,guess
165,3,6.5,,,next_level
165,3,5.0,,,next_level
165,3,4.2,,,next_level
165,3,3.5,,,next_level
165,3,3.0,,,next_level
165,3,2.6,,,next_level
165,3,2.2,3,True,guess
166,3,6.5,,,next_level
166,3,5.0,,,next_level
166,3,4.2,,,next_level
166,3,3.5,,,next_level
166,3,3.0,3,True,guess
167,8,6.5,,,next_level
167,8,5.0,,,next_level
167,8,4.2,,,next_level
167,8,3.5,,,next_level
167,8,3.0,,,next_level
167,8,2.6,,,next_level
167,8,2.2,8,True,guess
168,9,6.5,,,next_level
168,9,5.0,,,next_level
168,9,4.2,,,next_level
168,9,3.5,,,next_level
168,9,3.0,,,next_level
168,9,2.6,,,next_level
168,9,2.2,,,next_level
168,9,2.0,9,True,guess
169,1,6.5,,,next_level
169,1,5.0,,,next_level
169,1,4.2,,,next_level
169,1,3.5,,,next_level
169,1,3.0,,,next_level
169,1,2.6,,,next_level
169,1,2.2,,,next_level
169,1,2.0,1,True,guess
170,4,6.5,,,next_level
170,4,5.0,,,next_level
170,4,4.2,,,next_level
170,4,3.5,,,next_level
170,4,3.0,4,True,guess
171,2,6.5,,,next_level
171,2,5.0,,,next_level
171,2,4.2,,,next_level
171,2,3.5,,,next_level
171,2,3.0,,,next_level
171,2,2.6,2,True,guess
172,6,6.5,,,next_level
172,6,5.0,,,next_level
172,6,4.2,,,next_level
172,6,3.5,,,next_level
172,6,3.0,,,next_level
172,6,2.6,8,False,guess
173,6,6.5,,,next_level
173,6,5.0,,,next_level
173,6,4.2,,,next_level
173,6,3.5,,,next_level
173,6,3.0,,,next_level
173,6,2.6,6,True,guess
174,9,6.5,,,next_level
174,9,5.0,,,next_level
174,9,4.2,,,next_level
174,9,3.5,,,next_level
174,9,3.0,,,next_level
174,9,2.6,,,next_level
174,9,2.2,,,next_level
174,9,2.0,9,True,guess
175,5,6.5,,,next_level
175,5,5.0,,,next_level
175,5,4.2,,,next_level
175,5,3.5,,,next_level
175,5,3.0,5,True,guess
176,6,6.5,,,next_level
176,6,5.0,,,next_level
176,6,4.2,,,next_level
176,6,3.5,6,True,guess
177,3,6.5,,,next_level
177,3,5.0,,,next_level
177,3,4.2,,,next_level
177,3,3.5,,,next_level
177,3,3.0,3,True,guess
178,9,6.5,,,next_level
178,9,5.0,,,next_level
178,9,4.2,,,next_level
178,9,3.5,,,next_level
178,9,3.0,,,next_level
178,9,2.6,8,False,guess
179,0,6.5,,,next_level
179,0,5.0,,,next_level
179,0,4.2,,,next_level
179,0,3.5,,,next_level
179,0,3.0,,,next_level
179,0,2.6,,,next_level
179,0,2.2,0,True,guess
180,1,6.5,,,next_level
180,1,5.0,,,next_level
180,1,4.2,1,True,guess
181,7,6.5,,,next_level
181,7,5.0,,,next_level
181,7,4.2,1,False,guess
182,0,6.5,,,next_level
182,0,5.0,,,next_level
182,0,4.2,,,next_level
182,0,3.5,,,next_level
182,0,3.0,,,next_level
182,0,2.6,0,True,guess
183,1,6.5,,,next_level
183,1,5.0,,,next_level
183,1,4.2,1,True,guess
184,8,6.5,,,next_level
184,8,5.0,,,next_level
184,8,4.2,,,next_level
184,8,3.5,,,next_level
184,8,3.0,,,next_level
184,8,2.6,8,True,guess
185,1,6.5,,,next_level
185,1,5.0,,,next_level
185,1,4.2,,,next_level
185,1,3.5,,,next_level
185,1,3.0,1,True,guess
186,1,6.5,,,next_level
186,1,5.0,,,next_level
186,1,4.2,,,next_level
186,1,3.5,,,next_level
186,1,3.0,1,True,guess
187,8,6.5,,,next_level
187,8,5.0,,,next_level
187,8,4.2,,,next_level
187,8,3.5,,,next_level
187,8,3.0,,,next_level
187,8,2.6,8,True,guess
188,1,6.5,,,next_level
188,1,5.0,,,next_level
188,1,4.2,,,next_level
188,1,3.5,,,next_level
188,1,3.0,,,next_level
188,1,2.6,,,next_level
188,1,2.2,1,True,guess
189,7,6.5,,,next_level
189,7,5.0,,,next_level
189,7,4.2,,,next_level
189,7,3.5,,,next_level
189,7,3.0,,,next_level
189,7,2.6,,,next_level
189,7,2.2,7,True,guess
190,7,6.5,,,next_level
190,7,5.0,,,next_level
190,7,4.2,,,next_level
190,7,3.5,,,next_level
190,7,3.0,,,next_level
190,7,2.6,7,True,guess
191,9,6.5,,,next_level
191,9,5.0,,,next_level
191,9,4.2,,,next_level
191,9,3.5,9,True,guess
192,6,6.5,,,next_level
192,6,5.0,,,next_level
192,6,4.2,,,next_level
192,6,3.5,,,next_level
192,6,3.0,6,True,guess
193,5,6.5,,,next_level
193,5,5.0,,,next_level
193,5,4.2,,,next_level
193,5,3.5,5,True,guess
194,4,6.5,,,next_level
194,4,5.0,,,next_level
194,4,4.2,,,next_level
194,4,3.5,4,True,guess
195,0,6.5,0,True,guess
196,4,6.5,,,next_level
196,4,5.0,,,next_level
196,4,4.2,,,next_level
196,4,3.5,4,True,guess
197,8,6.5,,,next_level
197,8,5.0,,,next_level
197,8,4.2,,,next_level
197,8,3.5,,,next_level
197,8,3.0,8,True,guess
198,8,6.5,,,next_level
198,8,5.0,,,next_level
198,8,4.2,,,next_level
198,8,3.5,,,next_level
198,8,3.0,8,True,guess
199,0,6.5,,,next_level
199,0,5.0,,,next_level
199,0,4.2,,,next_level
199,0,3.5,0,True,guess
200,4,6.5,,,next_level
200,4,5.0,,,next_level
200,4,4.2,,,next_level
200,4,3.5,4,True,guess
201,5,6.5,,,next_level
201,5,5.0,,,next_level
201,5,4.2,,,next_level
201,5,3.5,,,next_level
201,5,3.0,5,True,guess
202,5,6.5,,,next_level
202,5,5.0,,,next_level
202,5,4.2,,,next_level
202,5,3.5,,,next_level
202,5,3.0,5,True,guess
203,0,6.5,,,next_level
203,0,5.0,,,next_level
203,0,4.2,,,next_level
203,0,3.5,,,next_level
203,0,3.0,,,next_level
203,0,2.6,0,True,guess
204,0,6.5,,,next_level
204,0,5.0,,,next_level
204,0,4.2,,,next_level
204,0,3.5,0,True,guess
205,9,6.5,,,next_level
205,9,5.0,,,next_level
205,9,4.2,,,next_level
205,9,3.5,,,next_level
205,9,3.0,,,next_level
205,9,2.6,,,next_level
205,9,2.2,9,True,guess
206,9,6.5,,,next_level
206,9,5.0,,,next_level
206,9,4.2,,,next_level
206,9,3.5,,,next_level
206,9,3.0,,,next_level
206,9,2.6,0,False,guess
207,1,6.5,1,True,guess
208,1,6.5,1,True,guess
209,8,6.5,,,next_level
209,8,5.0,,,next_level
209,8,4.2,,,next_level
209,8,3.5,,,next_level
209,8,3.0,,,next_level
209,8,2.6,8,True,guess
210,6,6.5,,,next_level
210,6,5.0,,,next_level
210,6,4.2,,,next_level
210,6,3.5,,,next_level
210,6,3.0,6,True,guess
211,5,6.5,,,next_level
211,5,5.0,,,next_level
211,5,4.2,,,next_level
211,5,3.5,,,next_level
211,5,3.0,5,True,guess
212,2,6.5,,,next_level
212,2,5.0,,,next_level
212,2,4.2,,,next_level
212,2,3.5,,,next_level
212,2,3.0,,,next_level
212,2,2.6,,,next_level
212,2,2.2,,,next_level
212,2,2.0,,,next_level
212,2,1.8,,,next_level
212,2,1.6,2,True,guess
213,1,6.5,,,next_level
213,1,5.0,,,next_level
213,1,4.2,,,next_level
213,1,3.5,,,next_level
213,1,3.0,,,next_level
213,1,2.6,1,True,guess
214,2,6.5,,,next_level
214,2,5.0,,,next_level
214,2,4.2,,,next_level
214,2,3.5,,,next_level
214,2,3.0,,,next_level
214,2,2.6,2,True,guess
215,1,6.5,,,next_level
215,1,5.0,,,next_level
215,1,4.2,,,next_level
215,1,3.5,,,next_level
215,1,3.0,1,True,guess
216,6,6.5,,,next_level
216,6,5.0,,,next_level
216,6,4.2,,,next_level
216,6,3.5,,,next_level
216,6,3.0,6,True,guess
217,0,6.5,,,next_level
217,0,5.0,,,next_level
217,0,4.2,,,next_level
217,0,3.5,,,next_level
217,0,3.0,0,True,guess
218,1,6.5,,,next_level
218,1,5.0,,,next_level
218,1,4.2,,,next_level
218,1,3.5,,,next_level
218,1,3.0,,,next_level
218,1,2.6,1,True,guess
219,6,6.5,,,next_level
219,6,5.0,,,next_level
219,6,4.2,,,next_level
219,6,3.5,,,next_level
219,6,3.0,6,True,guess
220,0,6.5,,,next_level
220,0,5.0,,,next_level
220,0,4.2,,,next_level
220,0,3.5,,,next_level
220,0,3.0,,,next_level
220,0,2.6,,,next_level
220,0,2.2,0,True,guess
221,6,6.5,,,next_level
221,6,5.0,,,next_level
221,6,4.2,,,next_level
221,6,3.5,6,True,guess
222,3,6.5,,,next_level
222,3,5.0,,,next_level
222,3,4.2,,,next_level
222,3,3.5,,,next_level
222,3,3.0,,,next_level
222,3,2.6,,,next_level
222,3,2.2,3,True,guess
223,0,6.5,,,next_level
223,0,5.0,,,next_level
223,0,4.2,,,next_level
223,0,3.5,,,next_level
223,0,3.0,,,next_level
223,0,2.6,0,True,guess
224,9,6.5,,,next_level
224,9,5.0,,,next_level
224,9,4.2,,,next_level
224,9,3.5,,,next_level
224,9,3.0,9,True,guess
225,2,6.5,,,next_level
225,2,5.0,,,next_level
225,2,4.2,,,next_level
225,2,3.5,,,next_level
225,2,3.0,,,next_level
225,2,2.6,,,next_level
225,2,2.2,,,next_level
225,2,2.0,2,True,guess
226,5,6.5,,,next_level
226,5,5.0,,,next_level
226,5,4.2,,,next_level
226,5,3.5,,,next_level
226,5,3.0,,,next_level
226,5,2.6,5,True,guess
227,0,6.5,,,next_level
227,0,5.0,,,next_level
227,0,4.2,,,next_level
227,0,3.5,,,next_level
227,0,3.0,,,next_level
227,0,2.6,0,True,guess
228,3,6.5,,,next_level
228,3,5.0,,,next_level
228,3,4.2,,,next_level
228,3,3.5,,,next_level
228,3,3.0,,,next_level
228,3,2.6,,,next_level
228,3,2.2,,,next_level
228,3,2.0,3,True,guess
229,6,6.5,,,next_level
229,6,5.0,,,next_level
229,6,4.2,,,next_level
229,6,3.5,,,next_level
229,6,3.0,6,True,guess
230,6,6.5,,,next_level
230,6,5.0,,,next_level
230,6,4.2,,,next_level
230,6,3.5,,,next_level
230,6,3.0,6,True,guess
231,7,6.5,,,next_level
231,7,5.0,,,next_level
231,7,4.2,,,next_level
231,7,3.5,,,next_level
231,7,3.0,,,next_level
231,7,2.6,,,next_level
231,7,2.2,,,next_level
231,7,2.0,7,True,guess
232,9,6.5,,,next_level
232,9,5.0,,,next_level
232,9,4.2,,,next_level
232,9,3.5,,,next_level
232,9,3.0,,,next_level
232,9,2.6,,,next_level
232,9,2.2,,,next_level
232,9,2.0,9,True,guess
233,6,6.5,,,next_level
233,6,5.0,,,next_level
233,6,4.2,,,next_level
233,6,3.5,6,True,guess
234,2,6.5,,,next_level
234,2,5.0,,,next_level
234,2,4.2,,,next_level
234,2,3.5,,,next_level
234,2,3.0,,,next_level
234,2,2.6,2,True,guess
235,6,6.5,,,next_level
235,6,5.0,,,next_level
235,6,4.2,,,next_level
235,6,3.5,,,next_level
235,6,3.0,6,True,guess
236,5,6.5,,,next_level
236,5,5.0,,,next_level
236,5,4.2,,,next_level
236,5,3.5,,,next_level
236,5,3.0,5,True,guess
237,3,6.5,,,next_level
237,3,5.0,,,next_level
237,3,4.2,,,next_level
237,3,3.5,,,next_level
237,3,3.0,,,next_level
237,3,2.6,,,next_level
237,3,2.2,3,True,guess
238,7,6.5,,,next_level
238,7,5.0,,,next_level
238,7,4.2,,,next_level
238,7,3.5,,,next_level
238,7,3.0,7,True,guess
239,0,6.5,,,next_level
239,0,5.0,,,next_level
239,0,4.2,,,next_level
239,0,3.5,,,next_level
239,0,3.0,0,True,guess
240,3,6.5,,,next_level
240,3,5.0,,,next_level
240,3,4.2,,,next_level
240,3,3.5,,,next_level
240,3,3.0,,,next_level
240,3,2.6,3,True,guess
241,2,6.5,,,next_level
241,2,5.0,,,next_level
241,2,4.2,,,next_level
241,2,3.5,,,next_level
241,2,3.0,2,True,guess
242,9,6.5,,,next_level
242,9,5.0,,,next_level
242,9,4.2,,,next_level
242,9,3.5,,,next_level
242,9,3.0,9,True,guess
243,3,6.5,,,next_level
243,3,5.0,,,next_level
243,3,4.2,,,next_level
243,3,3.5,,,next_level
243,3,3.0,,,next_level
243,3,2.6,3,True,guess
244,9,6.5,,,next_level
244,9,5.0,,,next_level
244,9,4.2,,,next_level
244,9,3.5,,,next_level
244,9,3.0,,,next_level
244,9,2.6,9,True,guess
245,9,6.5,,,next_level
245,9,5.0,,,next_level
245,9,4.2,,,next_level
245,9,3.5,,,next_level
245,9,3.0,,,next_level
245,9,2.6,9,True,guess
246,1,6.5,,,next_level
246,1,5.0,,,next_level
246,1,4.2,,,next_level
246,1,3.5,,,next_level
246,1,3.0,1,True,guess
247,7,6.5,,,next_level
247,7,5.0,,,next_level
247,7,4.2,,,next_level
247,7,3.5,,,next_level
247,7,3.0,7,True,guess
248,1,6.5,,,next_level
248,1,5.0,,,next_level
248,1,4.2,,,next_level
248,1,3.5,,,next_level
248,1,3.0,,,next_level
248,1,2.6,1,True,guess
249,2,6.5,,,next_level
249,2,5.0,,,next_level
249,2,4.2,,,next_level
249,2,3.5,,,next_level
249,2,3.0,,,next_level
249,2,2.6,2,True,guess
250,0,6.5,,,next_level
250,0,5.0,,,next_level
250,0,4.2,0,True,guess
251,7,6.5,,,next_level
251,7,5.0,,,next_level
251,7,4.2,7,True,guess
252,4,6.5,,,next_level
252,4,5.0,,,next_level
252,4,4.2,,,next_level
252,4,3.5,9,False,guess
253,7,6.5,,,next_level
253,7,5.0,,,next_level
253,7,4.2,,,next_level
253,7,3.5,,,next_level
253,7,3.0,7,True,guess
254,6,6.5,,,next_level
254,6,5.0,,,next_level
254,6,4.2,,,next_level
254,6,3.5,,,next_level
254,6,3.0,6,True,guess
255,3,6.5,,,next_level
255,3,5.0,,,next_level
255,3,4.2,,,next_level
255,3,3.5,3,True,guess
256,8,6.5,,,next_level
256,8,5.0,,,next_level
256,8,4.2,,,next_level
256,8,3.5,,,next_level
256,8,3.0,8,True,guess
257,8,6.5,,,next_level
257,8,5.0,,,next_level
257,8,4.2,,,next_level
257,8,3.5,8,True,guess
258,0,6.5,,,next_level
258,0,5.0,,,next_level
258,0,4.2,,,next_level
258,0,3.5,0,True,guess
259,0,6.5,,,next_level
259,0,5.0,,,next_level
259,0,4.2,,,next_level
259,0,3.5,,,next_level
259,0,3.0,0,True,guess
260,2,6.5,,,next_level
260,2,5.0,,,next_level
260,2,4.2,,,next_level
260,2,3.5,,,next_level
260,2,3.0,2,True,guess
261,5,6.5,,,next_level
261,5,5.0,,,next_level
261,5,4.2,,,next_level
261,5,3.5,,,next_level
261,5,3.0,6,False,guess
262,2,6.5,,,next_level
262,2,5.0,,,next_level
262,2,4.2,,,next_level
262,2,3.5,2,True,guess
263,3,6.5,,,next_level
263,3,5.0,,,next_level
263,3,4.2,,,next_level
263,3,3.5,,,next_level
263,3,3.0,,,next_level
263,3,2.6,3,True,guess
264,1,6.5,,,next_level
264,1,5.0,,,next_level
264,1,4.2,,,next_level
264,1,3.5,,,next_level
264,1,3.0,1,True,guess
265,5,6.5,,,next_level
265,5,5.0,,,next_level
265,5,4.2,,,next_level
265,5,3.5,5,True,guess
266,7,6.5,,,next_level
266,7,5.0,,,next_level
266,7,4.2,,,next_level
266,7,3.5,7,True,guess
267,4,6.5,,,next_level
267,4,5.0,,,next_level
267,4,4.2,,,next_level
267,4,3.5,,,next_level
267,4,3.0,,,next_level
267,4,2.6,,,next_level
267,4,2.2,,,next_level
267,4,2.0,4,True,guess
268,2,6.5,,,next_level
268,2,5.0,,,next_level
268,2,4.2,,,next_level
268,2,3.5,2,True,guess
269,9,6.5,,,next_level
269,9,5.0,,,next_level
269,9,4.2,,,next_level
269,9,3.5,,,next_level
269,9,3.0,9,True,guess
270,4,6.5,,,next_level
270,4,5.0,,,next_level
270,4,4.2,,,next_level
270,4,3.5,,,next_level
270,4,3.0,,,next_level
270,4,2.6,,,next_level
